,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,Bound_sulfur_dioxide
456,6.4,0.31,0.09,0.8754687373538999,0.066,2.772588722239781,0.99459,3.42,0.7,10.0,2.639057329615259
457,6.8,0.64,0.1,1.1314021114911006,0.085,2.9444389791664403,0.9956,3.34,0.52,10.2,4.430816798843313
458,9.8,0.44,0.47,1.252762968495368,0.063,2.302585092994046,0.9981,3.24,0.65,10.8,2.995732273553991
459,7.6,0.51,0.15,1.33500106673234,0.11,3.5263605246161616,0.9955,3.17,0.63,10.2,3.713572066704308
460,9.0,0.39,0.4,0.832909122935104,0.044,3.258096538021482,0.99478,3.2,0.83,10.9,3.258096538021482
461,7.7,0.6,0.0,1.2809338454620645,0.055,2.0794415416798357,0.99639,3.38,0.56,10.8,1.9459101490553132
462,6.7,0.54,0.13,1.0986122886681096,0.076,2.772588722239781,0.9973,3.61,0.64,9.8,3.091042453358316
463,8.3,0.54,0.28,1.0647107369924282,0.077,2.4849066497880004,0.9978,3.39,0.61,10.0,3.4011973816621555
464,6.4,0.56,0.15,1.0296194171811583,0.078,2.8903717578961645,0.99294,3.33,0.6,10.5,3.8918202981106265
465,7.0,0.5,0.14,1.0296194171811583,0.078,2.3978952727983707,0.99636,3.53,0.61,10.4,2.639057329615259
466,11.0,0.26,0.68,1.2669476034873244,0.085,2.3978952727983707,0.997,3.18,0.61,11.8,2.772588722239781
467,12.3,0.39,0.63,1.1939224684724346,0.091,1.9459101490553132,1.0004,3.16,0.49,9.5,2.5649493574615367
468,7.4,0.36,0.3,1.0296194171811583,0.074,2.8903717578961645,0.99419,3.24,0.7,11.4,2.0794415416798357
469,7.8,0.6,0.14,1.2237754316221157,0.086,1.3862943611198906,0.9975,3.42,0.6,10.8,2.5649493574615367
470,8.0,0.33,0.53,1.252762968495368,0.091,2.9444389791664403,0.9976,3.37,0.8,9.6,4.143134726391533
471,6.8,0.61,0.04,0.9162907318741551,0.057,1.791759469228055,0.99525,3.42,0.6,9.5,1.791759469228055
472,7.0,0.655,0.16,1.1314021114911006,0.074,2.1972245773362196,0.99606,3.37,0.55,9.7,2.8903717578961645
473,10.1,0.31,0.44,1.1939224684724346,0.08,3.1354942159291497,0.9988,3.32,0.67,9.7,3.2188758248682006
474,7.0,0.4,0.32,1.5260563034950494,0.061,2.302585092994046,0.99416,3.28,0.49,11.3,3.044522437723423
475,6.2,0.39,0.43,1.0986122886681096,0.071,2.70805020110221,0.99428,3.45,0.87,11.2,2.3978952727983707
476,8.9,0.38,0.4,1.1631508098056809,0.068,2.5649493574615367,0.99486,3.27,0.75,12.6,2.833213344056216
477,7.6,0.715,0.0,1.1314021114911006,0.068,3.4339872044851463,0.99533,3.48,0.65,11.4,1.791759469228055
478,7.5,0.55,0.24,1.0986122886681096,0.078,2.3978952727983707,0.9983,3.45,0.78,9.5,2.9444389791664403
479,8.3,0.65,0.1,1.3609765531356006,0.089,2.8903717578961645,0.99803,3.29,0.55,9.5,3.1780538303479458
480,6.9,0.48,0.2,1.0647107369924282,0.082,2.302585092994046,0.99585,3.39,0.43,9.05,2.70805020110221
481,7.8,0.545,0.12,1.252762968495368,0.068,2.4849066497880004,0.996,3.34,0.61,11.6,3.2188758248682006
482,9.0,0.48,0.32,1.33500106673234,0.084,3.091042453358316,0.9984,3.32,0.62,9.4,4.624972813284271
483,7.9,0.35,0.46,1.5260563034950494,0.078,2.772588722239781,0.9973,3.35,0.86,12.8,3.1354942159291497
484,11.1,0.44,0.42,1.1631508098056809,0.064,2.70805020110221,0.99758,3.25,0.57,10.4,1.791759469228055
485,7.5,0.38,0.57,1.1939224684724346,0.106,1.791759469228055,0.99605,3.36,0.55,11.4,2.0794415416798357
486,8.9,0.84,0.34,0.8754687373538999,0.05,1.6094379124341003,0.99554,3.12,0.48,9.1,1.9459101490553132
487,7.6,0.41,0.33,1.252762968495368,0.078,1.9459101490553132,0.9957,3.3,0.58,11.2,2.8903717578961645
488,7.8,0.57,0.31,1.0296194171811583,0.069,3.295836866004329,0.99625,3.29,0.53,9.3,4.553876891600541
489,6.5,0.4,0.1,1.0986122886681096,0.076,3.4339872044851463,0.99554,3.36,0.48,9.4,2.8903717578961645
490,6.0,0.5,0.04,1.1631508098056809,0.092,2.639057329615259,0.99647,3.46,0.47,10.0,2.639057329615259
491,7.7,0.23,0.37,1.0296194171811583,0.046,3.1780538303479458,0.9971,3.41,0.71,12.1,3.6375861597263857
492,9.0,0.58,0.25,1.33500106673234,0.075,2.302585092994046,0.99779,3.23,0.57,9.7,4.564348191467836
493,9.6,0.33,0.52,1.1631508098056809,0.074,2.639057329615259,0.99509,3.36,0.76,12.4,2.5649493574615367
494,7.9,0.43,0.21,0.9555114450274365,0.106,2.3978952727983707,0.9966,3.17,0.91,9.5,3.332204510175204
495,9.2,0.67,0.1,1.3862943611198906,0.091,2.5649493574615367,0.99888,3.31,0.54,9.5,3.6109179126442243
496,8.5,0.21,0.52,1.0647107369924282,0.09,2.302585092994046,0.99648,3.36,0.67,10.4,2.70805020110221
497,7.2,0.58,0.54,1.1314021114911006,0.114,1.3862943611198906,0.99719,3.33,0.57,10.3,1.9459101490553132
498,9.4,0.59,0.14,1.0986122886681096,0.084,3.258096538021482,0.9981,3.14,0.56,9.7,3.1780538303479458
499,7.5,0.71,0.0,0.9555114450274365,0.092,3.1354942159291497,0.99635,3.38,0.58,10.0,2.302585092994046
500,7.1,0.59,0.0,1.1314021114911006,0.091,2.302585092994046,0.99488,3.42,0.55,11.5,1.791759469228055
501,9.2,0.58,0.2,1.3862943611198906,0.081,2.772588722239781,0.998,3.23,0.59,9.5,4.61512051684126
502,10.5,0.51,0.64,1.2237754316221157,0.107,1.9459101490553132,0.9973,3.09,0.66,11.8,2.302585092994046
503,9.4,0.43,0.24,1.33500106673234,0.092,2.70805020110221,0.998,3.19,0.73,10.0,3.4657359027997265
504,6.3,0.55,0.15,1.0296194171811583,0.077,3.295836866004329,0.99314,3.32,0.82,11.6,2.302585092994046
505,7.6,0.5,0.29,1.1939224684724346,0.086,1.791759469228055,0.99502,3.32,0.62,11.5,2.302585092994046
506,9.2,0.31,0.36,1.1631508098056809,0.079,2.4849066497880004,0.99615,3.33,0.86,12.0,3.044522437723423
507,9.8,0.25,0.49,1.308332819650179,0.088,2.772588722239781,0.9982,3.42,0.9,10.0,2.9444389791664403
508,7.1,0.27,0.6,1.1314021114911006,0.074,2.8903717578961645,0.99814,3.38,0.72,10.6,2.1972245773362196
509,9.7,0.69,0.32,1.252762968495368,0.088,3.1354942159291497,0.9979,3.29,0.62,10.1,4.248495242049359
510,10.1,0.28,0.46,1.0296194171811583,0.05,1.791759469228055,0.9974,3.04,0.79,10.2,2.1972245773362196
511,8.8,0.31,0.4,1.33500106673234,0.109,2.0794415416798357,0.99614,3.31,0.79,11.8,2.302585092994046
512,7.1,0.69,0.08,1.1314021114911006,0.063,3.7612001156935624,0.99608,3.42,0.6,10.2,2.3978952727983707
513,7.7,0.58,0.01,1.0296194171811583,0.088,2.5649493574615367,0.99568,3.32,0.56,10.5,1.9459101490553132
514,11.1,0.42,0.47,1.2947271675944,0.085,2.302585092994046,0.99736,3.24,0.77,12.1,3.258096538021482
515,12.0,0.39,0.66,1.3862943611198906,0.093,2.5649493574615367,0.9996,3.18,0.63,10.8,2.9444389791664403
516,10.2,0.41,0.43,1.1631508098056809,0.11,2.4849066497880004,0.99728,3.16,0.67,10.8,3.295836866004329
517,8.4,0.62,0.12,1.0296194171811583,0.072,3.6635616461296463,0.99504,3.38,0.89,11.8,2.1972245773362196
518,7.6,0.55,0.21,1.1631508098056809,0.071,2.0794415416798357,0.9964,3.28,0.55,9.7,3.091042453358316
519,9.7,0.42,0.46,1.1314021114911006,0.074,1.791759469228055,0.99649,3.27,0.74,12.3,2.4849066497880004
520,7.0,0.43,0.02,1.0647107369924282,0.08,2.772588722239781,0.99492,3.35,0.81,10.6,2.639057329615259
521,6.9,0.39,0.24,1.1314021114911006,0.102,1.6094379124341003,0.99462,3.44,0.58,11.4,1.3862943611198906
522,11.6,0.42,0.53,1.4586150226995167,0.105,3.5263605246161616,1.001,3.2,0.95,9.2,4.189654742026425
523,7.4,0.52,0.13,1.2237754316221157,0.078,3.5553480614894135,0.99528,3.43,0.59,10.8,3.332204510175204
524,7.2,0.41,0.3,1.1314021114911006,0.083,3.58351893845611,0.997,3.44,0.52,9.4,3.6375861597263857
525,10.5,0.24,0.47,1.1314021114911006,0.066,1.9459101490553132,0.9978,3.15,0.9,11.0,2.9444389791664403
526,6.8,0.51,0.01,1.1314021114911006,0.074,2.302585092994046,0.9958,3.33,0.56,9.5,2.833213344056216
527,7.1,0.48,0.28,1.33500106673234,0.068,1.9459101490553132,0.99682,3.24,0.53,10.3,2.3978952727983707
528,7.4,0.6,0.26,1.1314021114911006,0.083,2.8903717578961645,0.99616,3.29,0.56,9.8,4.31748811353631
529,9.3,0.49,0.36,0.9932517730102834,0.081,1.3862943611198906,0.99702,3.27,0.78,10.9,2.4849066497880004
530,9.7,0.295,0.4,0.9162907318741551,0.073,2.70805020110221,0.99556,3.14,0.51,10.9,2.0794415416798357
531,7.1,0.68,0.07,1.0647107369924282,0.075,2.833213344056216,0.99685,3.38,0.52,9.5,3.58351893845611
532,7.1,0.34,0.28,1.0986122886681096,0.082,3.4657359027997265,0.99694,3.45,0.48,9.4,3.6375861597263857
533,7.4,0.965,0.0,1.1631508098056809,0.088,2.833213344056216,0.99756,3.58,0.67,10.2,2.833213344056216
534,7.8,0.56,0.12,1.0986122886681096,0.082,2.0794415416798357,0.997,3.37,0.5,9.4,3.091042453358316
535,7.3,0.38,0.21,1.0986122886681096,0.08,2.0794415416798357,0.9961,3.33,0.47,9.5,3.367295829986474
536,7.2,0.39,0.44,1.2809338454620645,0.066,3.1354942159291497,0.99494,3.3,0.84,11.5,3.295836866004329
537,6.7,0.48,0.02,1.1631508098056809,0.08,3.6109179126442243,0.99524,3.1,0.53,9.7,4.330733340286331
538,7.1,0.47,0.0,1.1631508098056809,0.067,2.0794415416798357,0.99517,3.4,0.58,10.9,2.0794415416798357
539,5.6,0.62,0.03,0.9162907318741551,0.08,1.9459101490553132,0.99498,3.66,0.62,10.1,2.0794415416798357
540,8.2,0.43,0.29,0.9555114450274365,0.081,3.332204510175204,0.99603,3.25,0.54,10.3,2.9444389791664403
541,7.1,0.715,0.0,1.208960345836975,0.071,3.091042453358316,0.99632,3.29,0.45,9.4,3.295836866004329
542,7.8,0.34,0.37,1.0986122886681096,0.082,3.2188758248682006,0.9964,3.34,0.59,9.4,3.5553480614894135
543,6.5,0.615,0.0,1.0647107369924282,0.065,2.302585092994046,0.9972,3.46,0.65,9.2,2.302585092994046
544,8.3,0.58,0.13,1.3609765531356006,0.096,2.70805020110221,0.9984,3.17,0.62,9.1,3.912023005428146
545,6.2,0.6,0.08,1.0986122886681096,0.09,3.4965075614664802,0.9949,3.45,0.58,10.5,2.5649493574615367
546,9.0,0.44,0.49,1.2237754316221157,0.078,3.295836866004329,0.9978,3.23,0.58,9.2,4.564348191467836
547,7.3,0.67,0.02,1.1631508098056809,0.072,3.4657359027997265,0.99566,3.32,0.68,11.06666667,4.127134385045092
548,9.4,0.685,0.11,1.308332819650179,0.077,1.9459101490553132,0.9984,3.19,0.7,10.1,3.258096538021482
549,8.2,0.39,0.38,0.9162907318741551,0.058,2.3978952727983707,0.9962,3.26,0.74,9.8,2.995732273553991
550,7.2,0.34,0.32,1.252762968495368,0.09,3.784189633918261,0.9966,3.32,0.79,11.1,4.2626798770413155
551,8.2,0.33,0.32,1.33500106673234,0.067,1.6094379124341003,0.99473,3.3,0.76,12.8,2.1972245773362196
552,10.3,0.59,0.42,1.33500106673234,0.09,3.58351893845611,0.999,3.28,0.7,9.5,3.6635616461296463
553,6.8,0.36,0.32,1.0296194171811583,0.067,1.6094379124341003,0.9928,3.36,0.55,12.8,1.6094379124341003
554,11.8,0.26,0.52,1.0296194171811583,0.071,1.9459101490553132,0.9968,3.2,0.72,10.2,1.6094379124341003
555,11.9,0.39,0.69,1.33500106673234,0.095,2.8903717578961645,0.9994,3.1,0.61,10.8,2.9444389791664403
556,8.0,0.5,0.39,1.2809338454620645,0.082,2.5649493574615367,0.9985,3.43,0.62,10.7,3.5553480614894135
557,9.9,0.63,0.24,1.2237754316221157,0.077,1.9459101490553132,0.9974,3.09,0.57,9.4,3.332204510175204
558,8.6,0.645,0.25,1.0986122886681096,0.083,2.1972245773362196,0.99815,3.28,0.6,10.0,3.044522437723423
559,7.0,0.685,0.0,1.0647107369924282,0.099,2.302585092994046,0.99606,3.34,0.6,9.7,2.639057329615259
560,11.6,0.23,0.57,1.0296194171811583,0.074,1.3862943611198906,0.9981,3.14,0.7,9.9,1.791759469228055
561,7.0,0.69,0.07,1.252762968495368,0.091,2.772588722239781,0.99572,3.38,0.6,11.3,1.9459101490553132
562,6.7,0.62,0.21,1.0647107369924282,0.079,2.1972245773362196,0.997,3.52,0.58,9.3,4.007333185232471
563,6.1,0.58,0.23,1.252762968495368,0.044,2.833213344056216,0.99352,3.46,0.65,12.5,4.007333185232471
564,7.3,0.33,0.47,1.1314021114911006,0.077,1.791759469228055,0.9958,3.33,0.53,10.3,1.9459101490553132
565,9.2,0.59,0.24,1.4586150226995167,0.101,3.044522437723423,0.9988,3.26,0.67,9.6,3.332204510175204
566,7.6,0.685,0.23,1.1939224684724346,0.111,3.044522437723423,0.9964,3.21,0.61,9.3,4.174387269895637
567,11.6,0.58,0.66,1.1631508098056809,0.074,2.3978952727983707,1.0008,3.25,0.57,9.0,3.6375861597263857
568,10.5,0.28,0.51,0.9932517730102834,0.08,2.3978952727983707,0.9982,3.2,0.89,9.4,2.70805020110221
569,10.8,0.32,0.44,0.9555114450274365,0.063,2.833213344056216,0.9985,3.22,0.78,10.0,3.091042453358316
570,7.7,0.665,0.0,1.2237754316221157,0.09,2.1972245773362196,0.9974,3.27,0.73,9.3,2.4849066497880004
571,7.0,0.36,0.21,1.1939224684724346,0.086,3.044522437723423,0.99558,3.4,0.54,10.1,3.828641396489095
572,8.6,0.55,0.09,1.4586150226995167,0.068,2.1972245773362196,0.99735,3.23,0.44,10.0,2.302585092994046
573,6.5,0.34,0.27,1.33500106673234,0.067,2.1972245773362196,0.99384,3.21,0.56,12.0,3.6109179126442243
574,7.5,0.52,0.42,1.1939224684724346,0.087,2.1972245773362196,0.9972,3.58,0.61,10.5,3.4339872044851463
575,6.8,0.63,0.07,1.1314021114911006,0.089,2.4849066497880004,0.9953,3.47,0.55,10.4,3.5263605246161616
576,6.9,0.67,0.06,1.1314021114911006,0.08,2.1972245773362196,0.99845,3.68,0.71,9.6,3.258096538021482
577,7.6,0.48,0.31,1.33500106673234,0.07,1.6094379124341003,0.99693,3.22,0.55,10.3,2.4849066497880004
578,10.0,0.32,0.59,1.1631508098056809,0.077,1.3862943611198906,0.9994,3.2,0.78,9.6,2.5649493574615367
579,8.4,0.65,0.6,1.1314021114911006,0.112,2.5649493574615367,0.9973,3.2,0.52,9.2,4.3694478524670215
580,8.0,0.52,0.03,0.9932517730102834,0.07,2.3978952727983707,0.99575,3.34,0.57,10.0,3.258096538021482
581,7.4,0.53,0.26,1.0986122886681096,0.101,2.833213344056216,0.9957,3.15,0.57,9.4,4.04305126783455
582,7.2,0.58,0.03,1.1939224684724346,0.077,2.0794415416798357,0.99568,3.35,0.52,10.0,3.091042453358316
583,7.3,0.69,0.32,1.1631508098056809,0.069,3.58351893845611,0.99632,3.33,0.51,9.5,4.248495242049359
584,7.4,0.66,0.0,1.0296194171811583,0.075,2.639057329615259,0.9978,3.51,0.56,9.4,3.332204510175204
585,7.1,0.6,0.0,1.0296194171811583,0.074,2.833213344056216,0.9972,3.47,0.7,9.9,2.9444389791664403
586,7.0,0.6,0.12,1.1631508098056809,0.083,2.639057329615259,0.9966,3.52,0.62,10.2,2.772588722239781
587,6.2,0.45,0.2,0.9555114450274365,0.069,1.3862943611198906,0.9958,3.41,0.56,9.2,2.5649493574615367
588,7.2,0.38,0.31,1.0986122886681096,0.056,2.772588722239781,0.99472,3.23,0.76,11.3,2.70805020110221
589,8.1,0.78,0.23,1.2809338454620645,0.059,1.791759469228055,0.997,3.37,0.56,11.3,2.3978952727983707
590,7.5,0.685,0.07,1.252762968495368,0.058,1.791759469228055,0.99632,3.38,0.55,10.9,1.6094379124341003
591,8.6,0.63,0.17,1.3609765531356006,0.099,3.091042453358316,0.998,3.09,0.52,9.3,4.59511985013459
592,6.5,0.51,0.15,1.3862943611198906,0.064,2.5649493574615367,0.9929,3.33,0.59,12.8,2.772588722239781
593,7.0,0.42,0.19,1.1939224684724346,0.071,2.9444389791664403,0.99476,3.39,0.56,10.9,2.9444389791664403
594,6.9,0.56,0.03,0.9162907318741551,0.086,3.6109179126442243,0.99522,3.53,0.57,10.6,2.3978952727983707
595,6.2,0.65,0.06,0.9555114450274365,0.05,1.9459101490553132,0.99348,3.57,0.54,11.95,2.5649493574615367
596,6.9,0.45,0.11,1.2237754316221157,0.043,1.9459101490553132,0.99354,3.3,0.65,11.4,1.9459101490553132
597,6.6,0.96,0.0,1.0296194171811583,0.082,1.791759469228055,0.9936,3.5,0.44,11.9,2.4849066497880004
598,10.0,0.43,0.33,1.308332819650179,0.095,3.367295829986474,0.9984,3.22,0.68,10.0,4.127134385045092
599,8.8,0.27,0.39,1.0986122886681096,0.1,3.044522437723423,0.99546,3.15,0.69,11.2,2.0794415416798357
600,7.7,0.39,0.12,0.9932517730102834,0.097,2.995732273553991,0.99596,3.16,0.49,9.4,2.1972245773362196
601,8.0,0.59,0.16,1.0296194171811583,0.065,1.3862943611198906,0.9962,3.42,0.92,10.5,2.639057329615259
602,8.0,0.48,0.34,1.1631508098056809,0.073,2.833213344056216,0.9936,3.28,0.66,12.4,2.302585092994046
603,11.9,0.58,0.58,1.0647107369924282,0.071,1.791759469228055,0.998,3.09,0.63,10.0,2.639057329615259
604,8.3,0.61,0.3,1.1314021114911006,0.084,2.4849066497880004,0.9972,3.4,0.61,10.2,3.6888794541139363
605,7.7,0.69,0.22,1.0647107369924282,0.084,2.9444389791664403,0.9961,3.31,0.48,9.5,4.343805421853684
606,6.5,0.46,0.14,1.2237754316221157,0.114,2.302585092994046,0.99732,3.66,0.65,9.8,3.367295829986474
607,8.2,0.34,0.37,1.0647107369924282,0.057,3.784189633918261,0.99408,3.23,0.81,12.0,3.4657359027997265
608,7.7,0.6,0.06,1.0986122886681096,0.079,2.995732273553991,0.99697,3.39,0.62,10.1,3.1354942159291497
609,10.0,0.58,0.22,1.0647107369924282,0.08,2.302585092994046,0.9974,3.13,0.55,9.5,3.1780538303479458
610,7.0,0.685,0.0,1.0647107369924282,0.067,3.713572066704308,0.9979,3.6,0.81,9.9,3.1780538303479458
611,7.6,0.42,0.08,1.308332819650179,0.084,2.772588722239781,0.9968,3.21,0.59,10.0,3.5263605246161616
612,9.8,0.34,0.39,0.8754687373538999,0.066,1.3862943611198906,0.9947,3.19,0.55,11.4,1.6094379124341003
613,7.8,0.5,0.09,1.1631508098056809,0.115,2.3978952727983707,0.9971,3.18,0.62,9.5,3.4965075614664802
614,7.1,0.62,0.06,0.832909122935104,0.07,1.791759469228055,0.9942,3.17,0.48,9.8,2.0794415416798357
615,7.4,0.39,0.48,1.0986122886681096,0.082,2.70805020110221,0.9972,3.34,0.55,9.2,3.9889840465642745
616,11.2,0.67,0.55,1.1939224684724346,0.084,1.9459101490553132,1.0,3.17,0.71,9.5,2.0794415416798357
617,8.9,0.28,0.45,0.9932517730102834,0.067,2.0794415416798357,0.99354,3.25,0.55,12.3,1.791759469228055
618,8.4,0.36,0.32,1.1631508098056809,0.081,3.4965075614664802,0.9964,3.3,0.72,11.0,3.8712010109078907
619,6.3,0.51,0.13,1.1939224684724346,0.076,3.4011973816621555,0.99574,3.42,0.75,11.0,2.4849066497880004
620,8.2,0.64,0.27,1.0986122886681096,0.095,1.791759469228055,0.99747,3.13,0.62,9.1,4.290459441148391
621,7.6,0.63,0.03,1.0986122886681096,0.08,3.332204510175204,0.99578,3.44,0.64,10.9,2.833213344056216
622,9.0,0.66,0.17,1.3862943611198906,0.077,1.791759469228055,0.9976,3.29,0.55,10.4,2.1972245773362196
623,6.6,0.7,0.08,1.2809338454620645,0.106,2.70805020110221,0.99665,3.44,0.58,10.2,2.639057329615259
624,7.5,0.43,0.3,1.1631508098056809,0.062,1.9459101490553132,0.99495,3.44,0.72,11.5,1.9459101490553132
625,9.3,0.775,0.27,1.33500106673234,0.078,3.2188758248682006,0.9984,3.31,0.67,10.6,3.4965075614664802
626,8.0,0.715,0.22,1.1939224684724346,0.075,2.639057329615259,0.99688,3.24,0.54,9.5,4.23410650459726
627,10.1,0.31,0.35,0.9555114450274365,0.075,2.302585092994046,0.99672,3.24,0.83,11.2,2.995732273553991
628,8.2,0.35,0.33,1.2237754316221157,0.076,2.4849066497880004,0.99599,3.27,0.81,11.0,3.6109179126442243
629,6.5,0.63,0.33,1.0296194171811583,0.059,2.833213344056216,0.99531,3.36,0.64,10.1,2.5649493574615367
630,6.9,0.685,0.0,1.252762968495368,0.105,3.1354942159291497,0.9966,3.46,0.57,10.6,2.772588722239781
631,8.8,0.27,0.46,1.1314021114911006,0.095,3.044522437723423,0.99488,3.26,0.56,11.3,2.302585092994046
632,11.9,0.58,0.66,1.252762968495368,0.072,1.9459101490553132,0.9992,3.05,0.56,10.0,3.4657359027997265
633,6.1,0.32,0.25,1.0296194171811583,0.086,1.791759469228055,0.99464,3.36,0.44,10.1,3.332204510175204
634,8.3,0.43,0.3,1.4816045409242156,0.079,2.0794415416798357,0.99788,3.36,0.61,10.5,3.332204510175204
635,8.4,0.56,0.08,1.1314021114911006,0.105,2.833213344056216,0.9958,3.13,0.52,11.0,3.367295829986474
636,7.6,0.645,0.03,1.0647107369924282,0.086,2.70805020110221,0.9969,3.37,0.46,10.3,3.784189633918261
637,7.7,0.57,0.21,0.9162907318741551,0.069,1.6094379124341003,0.99458,3.16,0.54,9.8,1.791759469228055
638,7.0,0.735,0.05,1.0986122886681096,0.081,2.639057329615259,0.9966,3.39,0.57,9.8,3.7376696182833684
639,7.8,0.76,0.04,1.1939224684724346,0.092,2.772588722239781,0.997,3.26,0.65,9.8,3.6888794541139363
640,6.9,0.41,0.33,1.1631508098056809,0.081,3.1354942159291497,0.9949,3.41,0.75,11.1,2.70805020110221
641,7.8,0.5,0.3,1.0647107369924282,0.075,2.1972245773362196,0.9959,3.31,0.56,10.4,2.70805020110221
642,9.1,0.29,0.33,1.11514159061932,0.063,2.639057329615259,0.99516,3.26,0.84,11.7,2.70805020110221
643,6.9,0.63,0.01,1.2237754316221157,0.076,2.70805020110221,0.99522,3.34,0.53,10.8,3.258096538021482
644,7.7,0.61,0.18,1.2237754316221157,0.083,1.9459101490553132,0.9963,3.29,0.6,10.2,2.70805020110221
645,7.9,0.18,0.4,1.0296194171811583,0.062,2.0794415416798357,0.9941,3.28,0.7,11.1,2.639057329615259
646,7.8,0.46,0.26,1.0647107369924282,0.088,3.1780538303479458,0.9981,3.43,0.74,9.2,3.4339872044851463
647,6.8,0.61,0.2,1.0296194171811583,0.077,2.4849066497880004,0.9971,3.54,0.58,9.3,4.007333185232471
648,8.3,0.26,0.37,0.8754687373538999,0.076,2.1972245773362196,0.9974,3.26,0.7,9.6,2.772588722239781
649,7.4,0.36,0.29,1.2809338454620645,0.087,3.295836866004329,0.99645,3.39,0.68,11.0,3.8501476017100584
650,7.6,0.43,0.4,1.308332819650179,0.082,1.9459101490553132,0.99538,3.44,0.54,12.2,1.791759469228055
651,9.1,0.6,0.0,1.0647107369924282,0.058,1.791759469228055,0.9977,3.18,0.63,10.4,1.791759469228055
652,9.6,0.77,0.12,1.3609765531356006,0.082,3.4339872044851463,0.99865,3.3,0.64,10.4,3.8066624897703196
653,9.6,0.6,0.5,1.1939224684724346,0.079,3.367295829986474,0.9997,3.5,0.57,9.7,3.784189633918261
654,7.6,0.51,0.24,1.2237754316221157,0.091,2.1972245773362196,0.998,3.47,0.66,9.6,3.4339872044851463
655,7.8,0.53,0.01,0.9555114450274365,0.077,1.3862943611198906,0.995,3.16,0.46,9.8,2.833213344056216
656,12.2,0.45,0.49,0.8754687373538999,0.075,1.3862943611198906,0.9969,3.13,0.63,10.4,1.3862943611198906
657,8.3,0.655,0.12,1.1939224684724346,0.083,2.772588722239781,0.9966,3.17,0.66,9.8,4.59511985013459
658,8.5,0.66,0.2,1.1314021114911006,0.097,3.1780538303479458,0.99733,3.13,0.48,9.2,4.51085950651685
659,6.6,0.44,0.15,1.1314021114911006,0.076,3.1354942159291497,0.9957,3.32,0.62,9.3,3.4657359027997265
660,6.7,0.64,0.23,1.1314021114911006,0.08,2.4849066497880004,0.99538,3.36,0.7,10.9,4.6913478822291435
661,9.9,0.49,0.58,1.5040773967762742,0.094,2.302585092994046,1.0004,3.29,0.58,9.0,3.5553480614894135
662,6.9,0.51,0.23,1.0986122886681096,0.072,2.639057329615259,0.99438,3.4,0.84,11.2,2.302585092994046
663,6.1,0.64,0.02,1.2237754316221157,0.069,3.295836866004329,0.99358,3.47,0.45,11.0,3.044522437723423
664,10.4,0.33,0.63,1.33500106673234,0.084,1.791759469228055,0.9998,3.26,0.74,11.2,2.8903717578961645
665,8.2,1.0,0.09,1.1939224684724346,0.065,2.0794415416798357,0.99685,3.32,0.55,9.0,3.4339872044851463
666,6.6,0.815,0.02,1.308332819650179,0.072,2.8903717578961645,0.9955,3.58,0.89,12.3,2.8903717578961645
667,8.1,0.53,0.22,1.1631508098056809,0.078,3.5263605246161616,0.99678,3.26,0.46,9.6,4.04305126783455
668,7.3,0.65,0.0,0.7884573603642702,0.065,2.772588722239781,0.9946,3.39,0.47,10.0,1.9459101490553132
669,8.8,0.66,0.26,0.9932517730102834,0.074,1.6094379124341003,0.9971,3.15,0.74,9.2,2.995732273553991
670,10.7,0.46,0.39,1.0986122886681096,0.061,2.0794415416798357,0.9981,3.18,0.62,9.5,2.1972245773362196
671,10.5,0.39,0.46,1.1631508098056809,0.075,2.70805020110221,0.99598,3.06,0.84,11.4,2.639057329615259
672,8.8,0.61,0.14,1.2237754316221157,0.067,2.3978952727983707,0.9969,3.19,0.59,9.5,3.4965075614664802
673,10.0,0.29,0.4,1.3609765531356006,0.098,2.3978952727983707,1.0006,3.48,0.91,9.7,2.833213344056216
674,6.6,0.705,0.07,0.9555114450274365,0.076,1.9459101490553132,0.9962,3.44,0.58,10.7,2.302585092994046
675,7.5,0.27,0.34,1.1939224684724346,0.05,1.6094379124341003,0.9951,3.4,0.64,11.0,1.6094379124341003
676,9.9,0.25,0.46,0.9932517730102834,0.062,3.295836866004329,0.9959,3.18,0.83,10.6,2.833213344056216
677,10.8,0.5,0.46,1.252762968495368,0.073,1.791759469228055,1.0001,3.05,0.64,9.5,3.1354942159291497
678,5.9,0.61,0.08,1.1314021114911006,0.071,2.833213344056216,0.99376,3.56,0.77,11.1,2.1972245773362196
679,8.2,0.44,0.24,1.1939224684724346,0.063,2.3978952727983707,0.99613,3.25,0.53,10.2,2.9444389791664403
680,8.0,0.62,0.35,1.33500106673234,0.086,3.367295829986474,0.997,3.31,0.62,10.8,3.2188758248682006
681,9.1,0.66,0.15,1.4350845252893227,0.097,2.302585092994046,0.99976,3.28,0.54,9.6,3.9318256327243257
682,7.7,0.96,0.2,1.0986122886681096,0.047,2.772588722239781,0.9955,3.36,0.44,10.9,3.828641396489095
683,7.4,0.74,0.07,0.9932517730102834,0.086,2.772588722239781,0.99502,3.12,0.48,10.0,3.5263605246161616
